epoch,acc,loss,val_acc,val_loss
0,0.8487333314897196,0.48484601655666154,0.8766701607893731,0.3767941569758505
1,0.8693558326457153,0.4049228561328989,0.8846694992952026,0.35010997922888126
2,0.8746882050576802,0.38610727187345667,0.8866554750215023,0.34182908085377073
3,0.8778767225331452,0.37549916614775514,0.8905540722954893,0.32937121893840327
4,0.8801310697244744,0.3678042121150714,0.8910207019304281,0.3276199146928814
5,0.8819328284323105,0.36151333439903893,0.8938111471473624,0.3196414061011184
6,0.8833784458137013,0.3567391983017069,0.8936450269973242,0.31968047945421624
7,0.8844072570117114,0.3532847065958536,0.8957299282062309,0.31364679133007944
8,0.8853540709980627,0.35072576928565324,0.8954178463063838,0.31435167365994043
9,0.8860013911809492,0.3485199423630866,0.8970374244433295,0.3089774624575912
10,0.8867597018926439,0.34572401962922256,0.8967309420991016,0.3106169901512861
11,0.8873259279854584,0.3435129804980068,0.8981571489153287,0.30611364760746557
12,0.8876046811345499,0.34338672209764537,0.8976531889095948,0.30774273756686427
13,0.8881733363130118,0.34142575627111255,0.8990618504515482,0.3034787648301379
14,0.8885354569272041,0.339919240709399,0.8983682521621751,0.3056885869659139
15,0.8887377873047763,0.33983642982490764,0.8994974958787271,0.3018430798911363
16,0.8889612320422058,0.3389784801116342,0.8991758947343272,0.3033598060005869
17,0.8893717475166025,0.33742229915234895,0.9000288937069955,0.30064714799862247
18,0.8896603415767781,0.3362506360654785,0.8996234858801605,0.3017348764775412
19,0.8900082613825707,0.3353386998553342,0.9006325258027523,0.2987341537335759
20,0.8899721988033452,0.33574047331105045,0.8998913312906155,0.3008748622550109
21,0.8904961338921974,0.333654345204874,0.9008912252723624,0.2977568349426392
22,0.8906306367243867,0.3329995521473845,0.9003346294438074,0.29981954646264225
23,0.8906372699967313,0.33373743355809443,0.9013455358849388,0.2960990257566992
24,0.8910191347173392,0.332081577252774,0.9006875880996751,0.2982923073340948
25,0.8911451980340102,0.3312527863206844,0.9015264015314411,0.29590552493937694
26,0.8909622069152456,0.33280628356253483,0.9010026564291858,0.2973513066029836
27,0.8914755536820453,0.3304124988101,0.9017998464975153,0.29473059607211527
28,0.8913892277151946,0.3309793389992881,0.9010524924741973,0.29709982116671424
29,0.8915455611760861,0.3305760918327568,0.902099982678708,0.2939079521363281
30,0.8918368334588984,0.3296017143051498,0.9013375098552179,0.2956439593558724
31,0.8919187995284336,0.3292283573971827,0.9022642363102065,0.29341438957757926
32,0.8917670128175998,0.33004976477099374,0.9015441334575688,0.2955340416111826
33,0.8919053461310023,0.32953507187274383,0.9025100568018922,0.29237375257671877
34,0.8921931927802094,0.32858705759358464,0.9017819279195336,0.29456361534268155
35,0.8924289697986176,0.3273323215172387,0.9025363747133027,0.2928799228132695
36,0.8923015362285045,0.3280517094713365,0.9019822053588494,0.29419845603275596
37,0.8924056754901023,0.3276910652693611,0.90281653914612,0.29155203304182314
38,0.8927273113435061,0.3266352359838974,0.9020869170489296,0.2939745307727258
39,0.8925567459320912,0.32723057135557604,0.9028598423762424,0.2917811114866848
40,0.8928538729341561,0.32594417040790447,0.9022033878058104,0.29314706488346914
41,0.892660885193689,0.3273038547613329,0.9031288076978211,0.29064021952141794
42,0.8927849242723207,0.3263948943812422,0.9024365159714258,0.29288582101575344
43,0.8930259331675078,0.32554454048941744,0.9032202671062691,0.2905055548126089
44,0.8929572647847855,0.3259320893098654,0.9024490216456422,0.292352718724369
45,0.8930182722050816,0.3257644136596505,0.9034164382047974,0.29016635166763277
46,0.8930437776043785,0.32560172752046046,0.9026151417956805,0.29226438953283645
47,0.8933762197747004,0.3246166349780387,0.9034877392130161,0.2892980864334713
48,0.8932251804748351,0.3251837859215924,0.9027624101084671,0.2913709787038847
49,0.8934987017471478,0.32405235667140164,0.9036344475702408,0.2891132916517065
50,0.8931922009658543,0.3255634346478178,0.9029135981101873,0.29058734672550796
51,0.8933652888892875,0.32493827879113096,0.9037193741637997,0.2885785146920966
52,0.8934157391296549,0.3244659187933286,0.9030270824374045,0.29084762741931014
